NU_ANO,CO_CURSO,NU_IDADE
2021,75198,20
2021,95115,20
2021,100309,20
2021,1312227,20
2021,112240,20
2021,15605,20
2021,100305,20
2021,100305,20
2021,306061,20
2021,112240,20
2021,87280,20
